Run	Num W	Num R	JSD	Same states
1	10	25	0.6931471805599454	False
2	10	26892	0.6931471805599452	False
3	10	2608	0.6931471805599452	False
4	10	544	0.6931471805599454	False
5	10	218878	0.6931471805599454	False
6	10	311751	0.6931471805599452	False
7	10	1768	0.6931471805599454	False
8	10	284209	0.6931471805599454	False
9	10	131	0.6931471805599454	False
10	10	7174	0.6931471805599454	False
11	10	65	0.6931471805599454	False
12	10	115226	0.6931471805599453	False
13	10	79448	0.6931471805599453	False
14	10	276	0.6931471805599453	False
15	10	10705	0.6931471805599454	False
16	10	425528	0.6931471805599452	False
17	10	645636	0.6931471805599452	False
18	10	3561	0.6931471805599454	False
19	10	348979	0.6931471805599454	False
20	10	49400	0.6931471805599453	False
21	10	609865	0.6931471805599454	False
22	10	778	0.6931471805599454	False
23	10	95	0.6931471805599454	False
24	10	570589	0.6931471805599454	False
25	10	69	0.6931471805599454	False
26	10	174574	0.6931471805599454	False
27	10	50322	0.6931471805599454	False
28	10	1833	0.6931471805599453	False
29	10	1035	0.6931471805599453	False
30	10	354	0.6931471805599454	False
31	10	510583	0.6931471805599453	False
32	10	41	0.6931471805599454	False
33	10	104	0.6931471805599452	False
34	10	110077	0.6931471805599453	False
35	10	5143	0.6931471805599454	False
36	10	234638	0.6931471805599454	False
37	10	413	0.6931471805599454	False
38	10	384073	0.6931471805599452	False
39	10	141492	0.6931471805599454	False
40	10	180824	0.6931471805599453	False
41	10	596	0.6931471805599453	False
42	10	36981	0.6931471805599453	False
43	10	247356	0.6931471805599452	False
44	10	735659	0.6931471805599452	False
45	10	511507	0.6931471805599453	False
46	10	753851	0.6931471805599452	False
47	10	4609	0.6931471805599453	False
48	10	330916	0.6931471805599452	False
49	10	25116	0.6931471805599453	False
50	10	827688	0.6931471805599454	False
51	10	270	0.6931471805599454	False
52	10	171842	0.6931471805599454	False
53	10	328548	0.6931471805599454	False
54	10	3415	0.6931471805599454	False
55	10	310	0.6931471805599454	False
56	10	577	0.6931471805599454	False
57	10	823580	0.6931471805599452	False
58	10	198	0.6931471805599454	False
59	10	11754	0.6931471805599453	False
60	10	16482	0.6931471805599454	False
61	10	395574	0.6931471805599454	False
62	10	785400	0.6931471805599452	False
63	10	4163	0.6931471805599454	False
64	10	176484	0.6931471805599454	False
65	10	88	0.6931471805599454	False
66	10	1843	0.6931471805599453	False
67	10	3018	0.6931471805599453	False
68	10	405317	0.6931471805599453	False
69	10	68	0.6931471805599454	False
70	10	22598	0.6931471805599453	False
71	10	5250	0.6931471805599453	False
72	10	326	0.6931471805599454	False
73	10	545633	0.6931471805599452	False
74	10	505	0.6931471805599453	False
75	10	741768	0.6931471805599454	False
76	10	1128	0.6931471805599453	False
77	10	348211	0.6931471805599454	False
78	10	423152	0.6931471805599452	False
79	10	56485	0.6931471805599453	False
80	10	18214	0.6931471805599453	False
81	10	1858	0.6931471805599453	False
82	10	230	0.6931471805599453	False
83	10	3809	0.6931471805599453	False
84	10	419397	0.6931471805599454	False
85	10	618576	0.6931471805599452	False
86	10	758	0.6931471805599453	False
87	10	787280	0.6931471805599452	False
88	10	200994	0.6931471805599452	False
89	10	343721	0.6931471805599454	False
90	10	704693	0.6931471805599454	False
91	10	42962	0.6931471805599454	False
92	10	30949	0.6931471805599452	False
93	10	124	0.6931471805599454	False
94	10	811	0.6931471805599453	False
95	10	105093	0.6931471805599454	False
96	10	1036	0.6931471805599454	False
97	10	380843	0.6931471805599454	False
98	10	174518	0.6931471805599452	False
99	10	391508	0.6931471805599454	False
100	10	764345	0.6931471805599452	False
101	10	5574	0.6931471805599453	False
102	10	490439	0.6931471805599452	False
103	10	326433	0.6931471805599453	False
104	10	327378	0.6931471805599453	False
105	10	175156	0.6931471805599452	False
106	10	86	0.6931471805599454	False
107	10	32709	0.6931471805599453	False
108	10	34843	0.6931471805599453	False
109	10	113	0.6931471805599454	False
110	10	20980	0.6931471805599454	False
111	10	632265	0.6931471805599454	False
112	10	155925	0.6931471805599453	False
113	10	329139	0.6931471805599452	False
114	10	66585	0.6931471805599454	False
115	10	26558	0.6931471805599453	False
116	10	226612	0.6931471805599454	False
117	10	78564	0.6931471805599453	False
118	10	24401	0.6931471805599453	False
119	10	65942	0.6931471805599454	False
120	10	8356	0.6931471805599452	False
121	10	202	0.6931471805599454	False
122	10	80717	0.6931471805599454	False
123	10	17636	0.6931471805599453	False
124	10	285330	0.6931471805599454	False
125	10	48207	0.6931471805599454	False
126	10	17033	0.6931471805599454	False
127	10	89115	0.6931471805599453	False
128	10	268841	0.6931471805599453	False
129	10	188992	0.6931471805599454	False
130	10	124	0.6931471805599454	False
131	10	288882	0.6931471805599452	False
132	10	111252	0.6931471805599453	False
133	10	118515	0.6931471805599453	False
134	10	318169	0.6931471805599454	False
135	10	304618	0.6931471805599453	False
136	10	28682	0.6931471805599453	False
137	10	80	0.6931471805599453	False
138	10	110634	0.6931471805599454	False
139	10	587256	0.6931471805599453	False
140	10	127519	0.6931471805599453	False
141	10	511671	0.6931471805599454	False
142	10	126	0.6931471805599454	False
143	10	523	0.6931471805599453	False
144	10	4098	0.6931471805599454	False
145	10	568081	0.6931471805599453	False
146	10	158740	0.6931471805599453	False
147	10	652366	0.6931471805599454	False
148	10	11791	0.6931471805599453	False
149	10	166	0.6931471805599454	False
150	10	634172	0.6931471805599452	False
151	10	440090	0.6931471805599454	False
152	10	6345	0.6931471805599454	False
153	10	674314	0.6931471805599454	False
154	10	59714	0.6931471805599454	False
155	10	116993	0.6931471805599454	False
156	10	3927	0.6931471805599453	False
157	10	125	0.6931471805599453	False
158	10	522326	0.6931471805599452	False
159	10	2125	0.6931471805599453	False
160	10	294	0.6931471805599453	False
161	10	206991	0.6931471805599454	False
162	10	213207	0.6931471805599452	False
163	10	22288	0.6931471805599454	False
164	10	634174	0.6931471805599453	False
165	10	399	0.6931471805599454	False
166	10	14803	0.6931471805599453	False
167	10	776263	0.6931471805599452	False
168	10	274660	0.6931471805599454	False
169	10	39	0.6931471805599453	False
170	10	368	0.6931471805599453	False
171	10	76745	0.6931471805599453	False
172	10	818017	0.6931471805599452	False
173	10	29791	0.6931471805599453	False
174	10	12940	0.6931471805599453	False
175	10	552569	0.6931471805599453	False
176	10	313	0.6931471805599453	False
177	10	53789	0.6931471805599456	False
178	10	223972	0.6931471805599454	False
179	10	30535	0.6931471805599453	False
180	10	76485	0.6931471805599454	False
181	10	450687	0.6931471805599454	False
182	10	1824	0.6931471805599453	False
183	10	341556	0.6931471805599452	False
184	10	909	0.6931471805599453	False
185	10	82	0.6931471805599454	False
186	10	27	0.6931471805599453	False
187	10	334486	0.6931471805599452	False
